
[Name]
symmetry 1

[Data]
X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ]
7.15580606e+00, 8.63408625e-01, 1.01503059e-01, 1.34863091e+01
1.04847651e+01, -5.38201869e-01, 1.01503059e-01, 1.43618021e+01
1.04609966e+01, -5.32836318e-01, 1.01503059e-01, 1.43634930e+01
1.04616556e+01, -5.52772582e-01, 1.01503059e-01, 1.43574200e+01
1.09866934e+01, 3.73773456e-01, 1.01503059e-01, 1.43521938e+01
1.10065193e+01, 3.70957643e-01, 1.01503059e-01, 1.43523703e+01
1.09969320e+01, 3.94344091e-01, 1.01503059e-01, 1.43547297e+01
1.12788496e+01, -4.80175287e-01, 1.01503059e-01, 1.43537283e+01
1.12570782e+01, -4.82692063e-01, 1.01503059e-01, 1.43543062e+01
1.12712688e+01, -5.03387630e-01, 1.01503059e-01, 1.43520212e+01
1.22162161e+01, -4.28769827e-01, 1.01503059e-01, 1.43151140e+01
1.22023697e+01, -4.31238264e-01, 1.01503059e-01, 1.43161373e+01
1.22128563e+01, -4.44269568e-01, 1.01503059e-01, 1.43179636e+01
1.17030535e+01, 2.40716457e-01, 1.01503059e-01, 1.43439188e+01
1.16923323e+01, 2.62180269e-01, 1.01503059e-01, 1.43468056e+01
1.16840315e+01, 2.40515828e-01, 1.01503059e-01, 1.43435965e+01
3.45193386e+00, 5.09953558e-01, 1.01503059e-01, 1.15387239e+01
3.44386816e+00, 4.85252589e-01, 1.01503059e-01, 1.18599567e+01
3.46923280e+00, 4.70846027e-01, 1.01503059e-01, 1.21221981e+01
7.90670204e+00, -6.10264361e-01, 1.01503059e-01, 1.43149405e+01
7.90867901e+00, -5.90854883e-01, 1.01503059e-01, 1.43106756e+01
7.89119911e+00, -5.93658388e-01, 1.01503059e-01, 1.43114347e+01
1.02748127e+01, -5.00178218e-01, 1.01503059e-01, 1.43778925e+01
1.02555542e+01, -4.91774291e-01, 1.01503059e-01, 1.43804827e+01
1.02544527e+01, -5.11718273e-01, 1.01503059e-01, 1.43748999e+01
9.22599614e-01, -1.34287333e+00, 1.01503059e-01, 1.45714960e+01
9.02357101e-01, -1.34790981e+00, 1.01503059e-01, 1.45610800e+01
9.17751729e-01, -1.36295712e+00, 1.01503059e-01, 1.45670052e+01
1.05727315e+00, 1.26035631e+00, 1.01503059e-01, 1.47437849e+01
1.04718232e+00, 1.27884853e+00, 1.01503059e-01, 1.47425776e+01
1.03761649e+00, 1.25880921e+00, 1.01503059e-01, 1.47570343e+01
7.25151348e+00, 5.40263414e-01, 1.01503059e-01, 1.43516655e+01
7.21711779e+00, 5.94764590e-01, 1.01503059e-01, 1.43562708e+01
7.21450949e+00, 5.45714319e-01, 1.01503059e-01, 1.43535414e+01
-1.21602881e+00, 7.62562128e-03, 1.01503059e-01, 1.42455101e+01
-1.23359084e+00, 1.34881325e-02, 1.01503059e-01, 1.42510939e+01
-1.22879982e+00, -9.14025400e-03, 1.01503059e-01, 1.42456017e+01
2.38563180e+00, -6.05723023e-01, 1.01503059e-01, 1.43692150e+01
2.38913465e+00, -6.43408239e-01, 1.01503059e-01, 1.43397989e+01
2.40092206e+00, -6.27610385e-01, 1.01503059e-01, 1.43570919e+01
-1.05746055e+00, -6.16625309e-01, 1.01503059e-01, 1.41494331e+01
-1.04901087e+00, -5.99463582e-01, 1.01503059e-01, 1.41463919e+01
-1.06741023e+00, -6.10403299e-01, 1.01503059e-01, 1.41519403e+01
6.44153416e-01, -1.41797256e+00, 1.01503059e-01, 1.44380426e+01
6.26035213e-01, -1.42367470e+00, 1.01503059e-01, 1.44340944e+01
6.43061817e-01, -1.44382429e+00, 1.01503059e-01, 1.44479322e+01
8.48112297e+00, 4.44921702e-01, 1.01503059e-01, 1.43164883e+01
8.46759796e+00, 4.62519497e-01, 1.01503059e-01, 1.43167572e+01
8.45747185e+00, 4.42237407e-01, 1.01503059e-01, 1.43167114e+01
1.13139448e+01, 2.47508153e-01, 1.01503059e-01, 1.43337259e+01
1.13213997e+01, 2.33548120e-01, 1.01503059e-01, 1.43294420e+01
1.13233528e+01, 2.58715361e-01, 1.01503059e-01, 1.43367901e+01
1.08708639e+01, -4.43778306e-01, 1.01503059e-01, 1.43707914e+01
1.08549824e+01, -4.52517629e-01, 1.01503059e-01, 1.43712053e+01
1.08629446e+01, -4.63305175e-01, 1.01503059e-01, 1.43702917e+01
4.44293404e+00, -6.59065306e-01, 1.01503059e-01, 1.42473364e+01
4.40227413e+00, -6.71229601e-01, 1.01503059e-01, 1.42567959e+01
4.43977261e+00, -6.89371109e-01, 1.01503059e-01, 1.42674713e+01
2.62450099e-01, 1.41506243e+00, 1.01503059e-01, 1.48806372e+01
2.84263551e-01, 1.40931380e+00, 1.01503059e-01, 1.48942442e+01
2.71233857e-01, 1.42793715e+00, 1.01503059e-01, 1.48788748e+01
8.64661503e+00, -6.06381357e-01, 1.01503059e-01, 1.43042984e+01
8.62256718e+00, -6.11942351e-01, 1.01503059e-01, 1.43047256e+01
8.63925552e+00, -6.26859367e-01, 1.01503059e-01, 1.43068266e+01
9.57004356e+00, -4.95873302e-01, 1.01503059e-01, 1.43799829e+01
9.55089378e+00, -4.86275285e-01, 1.01503059e-01, 1.43832035e+01
9.55138683e+00, -5.06518066e-01, 1.01503059e-01, 1.43755550e+01
4.45303249e+00, -6.31896198e-01, 1.01503059e-01, 1.42441454e+01
4.42823792e+00, -6.28741860e-01, 1.01503059e-01, 1.42434359e+01
-4.68497038e-01, 1.22571123e+00, 1.01503059e-01, 1.46836929e+01
-4.54944611e-01, 1.23674202e+00, 1.01503059e-01, 1.46867704e+01
-4.75701630e-01, 1.24012828e+00, 1.01503059e-01, 1.46798916e+01
4.21257877e+00, -6.02220416e-01, 1.01503059e-01, 1.42480364e+01
4.20245743e+00, -5.84358215e-01, 1.01503059e-01, 1.42584782e+01
4.19921541e+00, -6.09622240e-01, 1.01503059e-01, 1.42454319e+01
4.32602501e+00, 4.29494649e-01, 1.01503059e-01, 1.38950329e+01
4.34247398e+00, 4.36696440e-01, 1.01503059e-01, 1.38760843e+01
4.33093786e+00, 4.49335217e-01, 1.01503059e-01, 1.36848021e+01
7.85611439e+00, -5.30943573e-01, 1.01503059e-01, 1.43144894e+01
7.85076141e+00, -5.17044425e-01, 1.01503059e-01, 1.43186655e+01
7.84717369e+00, -5.39705932e-01, 1.01503059e-01, 1.43120613e+01
7.57735372e-01, -1.30217695e+00, 1.01503059e-01, 1.44882631e+01
7.43628204e-01, -1.30587316e+00, 1.01503059e-01, 1.44791498e+01
7.60548353e-01, -1.32076526e+00, 1.01503059e-01, 1.44845791e+01
9.69074821e+00, -4.79492575e-01, 1.01503059e-01, 1.43871155e+01
9.67164898e+00, -4.81397659e-01, 1.01503059e-01, 1.43864775e+01
9.68237305e+00, -5.01014471e-01, 1.01503059e-01, 1.43791780e+01
7.64225340e+00, -5.86806953e-01, 1.01503059e-01, 1.43165369e+01
7.62707472e+00, -5.88450849e-01, 1.01503059e-01, 1.43168736e+01
7.63667870e+00, -6.04218364e-01, 1.01503059e-01, 1.43212910e+01
4.93126535e+00, -6.02681100e-01, 1.01503059e-01, 1.43156185e+01
4.91424751e+00, -6.06147289e-01, 1.01503059e-01, 1.43112144e+01
4.92925882e+00, -6.24851704e-01, 1.01503059e-01, 1.42969894e+01
6.59977770e+00, -5.89130580e-01, 1.01503059e-01, 1.43536339e+01
6.58197975e+00, -5.94661534e-01, 1.01503059e-01, 1.43535395e+01
6.59251785e+00, -6.07195139e-01, 1.01503059e-01, 1.43511820e+01
6.27240992e+00, 4.61084485e-01, 1.01503059e-01, 1.43748560e+01
6.25720978e+00, 4.55837727e-01, 1.01503059e-01, 1.43752747e+01
6.26163864e+00, 4.37220037e-01, 1.01503059e-01, 1.43747959e+01
2.82989049e+00, -5.79320848e-01, 1.01503059e-01, 1.44414120e+01
2.82983017e+00, -6.01000309e-01, 1.01503059e-01, 1.44465714e+01
2.83863902e+00, -5.93734920e-01, 1.01503059e-01, 1.44468136e+01
8.15029526e+00, -5.19490778e-01, 1.01503059e-01, 1.43231936e+01
8.13115597e+00, -5.17859340e-01, 1.01503059e-01, 1.43241653e+01
8.13776588e+00, -5.39429426e-01, 1.01503059e-01, 1.43129406e+01
4.99049044e+00, 4.50505704e-01, 1.01503059e-01, 1.43741980e+01
5.01233053e+00, 4.50789839e-01, 1.01503059e-01, 1.43779154e+01
4.99681425e+00, 4.71735537e-01, 1.01503059e-01, 1.43444891e+01
1.12438698e+01, -3.39655936e-01, 1.01503059e-01, 1.43238831e+01
1.12251453e+01, -3.30693543e-01, 1.01503059e-01, 1.43221130e+01
1.12245245e+01, -3.49547863e-01, 1.01503059e-01, 1.43282537e+01
3.98678827e+00, -5.83592892e-01, 1.01503059e-01, 1.42502108e+01
3.97974443e+00, -5.68646252e-01, 1.01503059e-01, 1.42560701e+01
3.97817826e+00, -5.91546655e-01, 1.01503059e-01, 1.42480850e+01
1.25085878e+01, -1.72412291e-01, 1.01503059e-01, 1.42903032e+01
1.25293818e+01, -1.84213787e-01, 1.01503059e-01, 1.42895594e+01
1.25292492e+01, -1.64503917e-01, 1.01503059e-01, 1.42921505e+01
4.15464211e+00, 4.08662349e-01, 1.01503059e-01, 1.37418213e+01
4.17485046e+00, 4.05176520e-01, 1.01503059e-01, 1.38226824e+01
4.16360331e+00, 4.27647144e-01, 1.01503059e-01, 1.35012541e+01
8.87216759e+00, -4.78749096e-01, 1.01503059e-01, 1.43754053e+01
8.88399029e+00, -4.83672023e-01, 1.01503059e-01, 1.43733664e+01
8.87870216e+00, -4.62151706e-01, 1.01503059e-01, 1.43812122e+01
7.83319807e+00, -4.57981110e-01, 1.01503059e-01, 1.43544121e+01
7.81281233e+00, -4.61520374e-01, 1.01503059e-01, 1.43511648e+01
7.82871008e+00, -4.81771231e-01, 1.01503059e-01, 1.43400679e+01
5.61675644e+00, 4.46633339e-01, 1.01503059e-01, 1.43944473e+01
5.63094616e+00, 4.44371641e-01, 1.01503059e-01, 1.43954887e+01
5.62539768e+00, 4.67402130e-01, 1.01503059e-01, 1.43954821e+01
6.27197504e-01, -1.28472781e+00, 1.01503059e-01, 1.44384365e+01
6.08544946e-01, -1.29986787e+00, 1.01503059e-01, 1.44298668e+01
6.33090913e-01, -1.30400908e+00, 1.01503059e-01, 1.44351845e+01
2.75275874e+00, -5.28505266e-01, 1.01503059e-01, 1.43887339e+01
2.75600958e+00, -5.12061834e-01, 1.01503059e-01, 1.43711510e+01
2.74145985e+00, -5.06967127e-01, 1.01503059e-01, 1.43699646e+01
1.79445946e+00, 3.39596301e-01, 1.01503059e-01, 9.43493748e+00
1.81185579e+00, 3.36417764e-01, 1.01503059e-01, 9.62241077e+00
1.80467415e+00, 3.57887536e-01, 1.01503059e-01, 9.84998798e+00
3.20747662e+00, 3.56942177e-01, 1.01503059e-01, 1.19100790e+01
3.19724417e+00, 3.37953687e-01, 1.01503059e-01, 1.21082182e+01
3.21722245e+00, 3.35079312e-01, 1.01503059e-01, 1.23001757e+01
2.46636319e+00, -5.16436398e-01, 1.01503059e-01, 1.44058886e+01
2.47462606e+00, -5.01214385e-01, 1.01503059e-01, 1.44007101e+01
2.45742130e+00, -4.96211261e-01, 1.01503059e-01, 1.43998671e+01
6.25047731e+00, -4.98233050e-01, 1.01503059e-01, 1.43698454e+01
6.26073503e+00, -5.11901379e-01, 1.01503059e-01, 1.43680525e+01
6.26993942e+00, -4.95688796e-01, 1.01503059e-01, 1.43691130e+01
1.16001406e+01, -2.33857170e-01, 1.01503059e-01, 1.42769089e+01
1.15819740e+01, -2.30319291e-01, 1.01503059e-01, 1.42769127e+01
1.15915823e+01, -2.53383607e-01, 1.01503059e-01, 1.42811804e+01
4.68585825e+00, -5.30833364e-01, 1.01503059e-01, 1.43616266e+01
4.67744780e+00, -5.09940982e-01, 1.01503059e-01, 1.43638926e+01
4.67074299e+00, -5.31560600e-01, 1.01503059e-01, 1.43606386e+01
4.22987890e+00, -5.03281951e-01, 1.01503059e-01, 1.43646765e+01
4.21333504e+00, -5.01118183e-01, 1.01503059e-01, 1.43650246e+01
4.22073984e+00, -5.23518562e-01, 1.01503059e-01, 1.43475189e+01
3.61605334e+00, -4.93940920e-01, 1.01503059e-01, 1.43154202e+01
3.60195827e+00, -4.91783798e-01, 1.01503059e-01, 1.43147478e+01
3.60636973e+00, -5.04778504e-01, 1.01503059e-01, 1.43001671e+01
9.09597397e+00, 2.57110834e-01, 1.01503059e-01, 1.42896500e+01
9.07854939e+00, 2.54094273e-01, 1.01503059e-01, 1.42893448e+01
9.08964539e+00, 2.35187709e-01, 1.01503059e-01, 1.42861118e+01
1.16893854e+01, 2.87125241e-02, 1.01503059e-01, 1.42808399e+01
1.17048321e+01, 3.17746550e-02, 1.01503059e-01, 1.42822256e+01
1.16954889e+01, 5.26876226e-02, 1.01503059e-01, 1.42847595e+01
9.82340515e-01, 1.01466501e+00, 1.01503059e-01, 1.49637184e+01
9.96623814e-01, 1.01201200e+00, 1.01503059e-01, 1.49429359e+01
9.95507419e-01, 1.03382063e+00, 1.01503059e-01, 1.49355497e+01
-6.09246254e-01, 9.13739204e-01, 1.01503059e-01, 1.46297789e+01
-6.02716565e-01, 9.31398332e-01, 1.01503059e-01, 1.46361361e+01
-6.23354971e-01, 9.34246302e-01, 1.01503059e-01, 1.46245766e+01
8.82891464e+00, 2.48971567e-01, 1.01503059e-01, 1.42932167e+01
8.81677532e+00, 2.70183504e-01, 1.01503059e-01, 1.42964725e+01
8.81053925e+00, 2.45539322e-01, 1.01503059e-01, 1.42930574e+01
3.95374393e+00, -5.03321946e-01, 1.01503059e-01, 1.43480358e+01
3.94522023e+00, -4.85837460e-01, 1.01503059e-01, 1.43609276e+01
3.94131708e+00, -5.11822581e-01, 1.01503059e-01, 1.43358355e+01
9.60624218e+00, 2.35289052e-01, 1.01503059e-01, 1.42774944e+01
9.62507057e+00, 2.36641899e-01, 1.01503059e-01, 1.42776909e+01
9.61253548e+00, 2.58459955e-01, 1.01503059e-01, 1.42832632e+01
2.54783940e+00, 2.70048440e-01, 1.01503059e-01, 1.31147537e+01
2.56786847e+00, 2.68870175e-01, 1.01503059e-01, 1.30491638e+01
2.55732512e+00, 2.90990859e-01, 1.01503059e-01, 1.29547701e+01
6.55857754e+00, -4.36586082e-01, 1.01503059e-01, 1.43618679e+01
6.56541109e+00, -4.46710169e-01, 1.01503059e-01, 1.43594799e+01
6.58159018e+00, -4.43444610e-01, 1.01503059e-01, 1.43600979e+01
1.17822683e+00, 8.34366322e-01, 1.01503059e-01, 1.48188486e+01
1.18137693e+00, 8.51340294e-01, 1.01503059e-01, 1.48136292e+01
1.16167617e+00, 8.49559426e-01, 1.01503059e-01, 1.48326178e+01
1.57743979e+00, 3.37429196e-01, 1.01503059e-01, 4.22874498e+00
1.57004774e+00, 3.56871903e-01, 1.01503059e-01, 3.43564773e+00
1.55842459e+00, 3.39861721e-01, 1.01503059e-01, 3.90302944e+00
1.70872641e+00, 2.00273469e-01, 1.01503059e-01, 1.16612234e+01
1.69196808e+00, 2.26868629e-01, 1.01503059e-01, 1.10568476e+01
1.68848240e+00, 1.98040143e-01, 1.01503059e-01, 1.17857494e+01
5.82062101e+00, 3.35320085e-01, 1.01503059e-01, 1.44001427e+01
5.80717468e+00, 3.40825766e-01, 1.01503059e-01, 1.44003258e+01
5.81251907e+00, 3.17354560e-01, 1.01503059e-01, 1.44010201e+01
1.20085173e+01, -1.03388838e-01, 1.01503059e-01, 1.42819204e+01
1.19875536e+01, -1.11637741e-01, 1.01503059e-01, 1.42799139e+01
1.20085716e+01, -1.19089149e-01, 1.01503059e-01, 1.42797718e+01
1.15436995e+00, 8.27532887e-01, 1.01503059e-01, 1.48494940e+01
1.13844836e+00, 8.41706038e-01, 1.01503059e-01, 1.48644257e+01
1.13497591e+00, 8.23960066e-01, 1.01503059e-01, 1.48731604e+01
1.10593641e+00, 8.56813014e-01, 1.01503059e-01, 1.48968172e+01
1.12270892e+00, 8.44841421e-01, 1.01503059e-01, 1.48821812e+01
1.12596309e+00, 8.63242567e-01, 1.01503059e-01, 1.48705740e+01
1.20468903e+00, -8.16196680e-01, 1.01503059e-01, 1.47470713e+01
1.22134042e+00, -8.00522447e-01, 1.01503059e-01, 1.47480707e+01
1.20030975e+00, -8.00471842e-01, 1.01503059e-01, 1.47529860e+01
1.18317776e+01, -7.51727223e-02, 1.01503059e-01, 1.42777128e+01
1.18233004e+01, -5.52133322e-02, 1.01503059e-01, 1.42788677e+01
1.18165522e+01, -7.49440566e-02, 1.01503059e-01, 1.42769804e+01
6.99267149e+00, 3.03433686e-01, 1.01503059e-01, 1.43449259e+01
7.00327682e+00, 3.19985509e-01, 1.01503059e-01, 1.43447218e+01
6.98817492e+00, 3.27285111e-01, 1.01503059e-01, 1.43454437e+01
1.37852097e+00, 5.90319633e-01, 1.01503059e-01, 1.44275732e+01
1.39405119e+00, 5.89721799e-01, 1.01503059e-01, 1.44417448e+01
1.38797355e+00, 6.14663720e-01, 1.01503059e-01, 1.44785290e+01
1.40035224e+00, 5.69535434e-01, 1.01503059e-01, 1.44164124e+01
1.38597929e+00, 5.69256127e-01, 1.01503059e-01, 1.43917198e+01
-1.12117209e-01, -1.20110881e+00, 1.01503059e-01, 1.43118610e+01
-1.24556780e-01, -1.21470213e+00, 1.01503059e-01, 1.43164539e+01
-1.06717683e-01, -1.21954346e+00, 1.01503059e-01, 1.43204603e+01
6.62087059e+00, 3.12504500e-01, 1.01503059e-01, 1.43603411e+01
6.62852669e+00, 2.96880692e-01, 1.01503059e-01, 1.43601961e+01
6.63001204e+00, 3.19625258e-01, 1.01503059e-01, 1.43601589e+01
3.95665812e+00, 2.36060113e-01, 1.01503059e-01, 1.43344488e+01
3.96251655e+00, 2.53775030e-01, 1.01503059e-01, 1.43395519e+01
3.95223594e+00, 2.63390511e-01, 1.01503059e-01, 1.43425217e+01
4.59195232e+00, -4.18836504e-01, 1.01503059e-01, 1.43418922e+01
4.57351398e+00, -4.17096823e-01, 1.01503059e-01, 1.43408384e+01
4.58240986e+00, -4.39672202e-01, 1.01503059e-01, 1.43454962e+01
-6.86743259e-01, -5.34280598e-01, 1.01503059e-01, 1.39954243e+01
-6.95979238e-01, -5.54043531e-01, 1.01503059e-01, 1.40061989e+01
-6.75701618e-01, -5.49272001e-01, 1.01503059e-01, 1.39950523e+01
1.60001886e+00, -3.83890510e-01, 1.01503059e-01, 1.47271242e+01
1.57945931e+00, -3.74632865e-01, 1.01503059e-01, 1.47525606e+01
1.58050191e+00, -3.92714202e-01, 1.01503059e-01, 1.47437630e+01
1.25893295e+00, -7.77352870e-01, 1.01503059e-01, 1.47472954e+01
1.28156066e+00, -7.84255981e-01, 1.01503059e-01, 1.47384090e+01
1.27670419e+00, -7.67654121e-01, 1.01503059e-01, 1.47453594e+01
1.34335053e+00, -6.63606524e-01, 1.01503059e-01, 1.47642670e+01
1.35274911e+00, -6.47525311e-01, 1.01503059e-01, 1.47652607e+01
1.33784127e+00, -6.47773266e-01, 1.01503059e-01, 1.47724667e+01
9.84576821e-01, -1.02707255e+00, 1.01503059e-01, 1.46743374e+01
9.70172226e-01, -1.02904081e+00, 1.01503059e-01, 1.46684523e+01
9.79144096e-01, -1.04896092e+00, 1.01503059e-01, 1.46672783e+01
9.19440448e-01, 9.32160795e-01, 1.01503059e-01, 1.51097031e+01
9.36079979e-01, 9.12537217e-01, 1.01503059e-01, 1.51029463e+01
9.38027382e-01, 9.30794060e-01, 1.01503059e-01, 1.50844936e+01
3.74143451e-01, 1.16811788e+00, 1.01503059e-01, 1.50813198e+01
3.75585467e-01, 1.19301307e+00, 1.01503059e-01, 1.50693350e+01
3.58972639e-01, 1.17505658e+00, 1.01503059e-01, 1.50663176e+01
-6.18363023e-01, -6.84623897e-01, 1.01503059e-01, 1.40237904e+01
-5.98471761e-01, -6.80189848e-01, 1.01503059e-01, 1.40145702e+01
-6.11066222e-01, -6.64230764e-01, 1.01503059e-01, 1.40126781e+01
1.16459370e+01, -9.20332521e-02, 1.01503059e-01, 1.42691851e+01
1.16230164e+01, -1.00791946e-01, 1.01503059e-01, 1.42684326e+01
1.16426535e+01, -1.10376254e-01, 1.01503059e-01, 1.42686472e+01
8.29814255e-01, 9.29766595e-01, 1.01503059e-01, 1.52302465e+01
8.28932226e-01, 9.45951462e-01, 1.01503059e-01, 1.52198839e+01
8.15132201e-01, 9.38225567e-01, 1.01503059e-01, 1.52385588e+01
-3.59756768e-01, -9.27860200e-01, 1.01503059e-01, 1.41140242e+01
-3.62102091e-01, -9.04206753e-01, 1.01503059e-01, 1.40972748e+01
-3.81432742e-01, -9.11308467e-01, 1.01503059e-01, 1.41046038e+01
7.94385254e-01, -1.01003647e+00, 1.01503059e-01, 1.46057072e+01
7.97030985e-01, -9.88252223e-01, 1.01503059e-01, 1.46165981e+01
7.80356109e-01, -9.93621290e-01, 1.01503059e-01, 1.46079779e+01
8.26294899e-01, -9.79587317e-01, 1.01503059e-01, 1.46329546e+01
8.37468863e-01, -9.96468246e-01, 1.01503059e-01, 1.46298933e+01
8.42233062e-01, -9.74706709e-01, 1.01503059e-01, 1.46407108e+01
3.80565619e+00, 1.88137278e-01, 1.01503059e-01, 1.42921410e+01
3.79462552e+00, 1.96286634e-01, 1.01503059e-01, 1.42901382e+01
3.79843450e+00, 1.68971792e-01, 1.01503059e-01, 1.42945318e+01
1.09668646e+01, -7.17537403e-02, 1.01503059e-01, 1.42635260e+01
1.09544458e+01, -8.90188664e-02, 1.01503059e-01, 1.42665329e+01
1.09711914e+01, -9.02655199e-02, 1.01503059e-01, 1.42662430e+01
1.01038110e+00, -9.62645650e-01, 1.01503059e-01, 1.46993151e+01
9.97618973e-01, -9.61983204e-01, 1.01503059e-01, 1.46963806e+01
1.00015867e+00, -9.83714879e-01, 1.01503059e-01, 1.46932421e+01
-5.64944804e-01, 7.28829682e-01, 1.01503059e-01, 1.46200533e+01
-5.57195663e-01, 7.50657201e-01, 1.01503059e-01, 1.46314507e+01
-5.78678846e-01, 7.41449118e-01, 1.01503059e-01, 1.46144800e+01
1.08862276e+01, -1.10693842e-01, 1.01503059e-01, 1.42742968e+01
1.09050093e+01, -1.09484762e-01, 1.01503059e-01, 1.42731838e+01
1.08907776e+01, -9.13166553e-02, 1.01503059e-01, 1.42705469e+01
1.05839996e+01, -8.38699117e-02, 1.01503059e-01, 1.42804565e+01
1.06024132e+01, -8.40203017e-02, 1.01503059e-01, 1.42796774e+01
1.05963316e+01, -6.24524467e-02, 1.01503059e-01, 1.42740240e+01
6.35192394e-01, -1.01994765e+00, 1.01503059e-01, 1.45249233e+01
6.31243765e-01, -1.00318503e+00, 1.01503059e-01, 1.45327559e+01
6.14944816e-01, -1.01587498e+00, 1.01503059e-01, 1.45174370e+01
9.99375057e+00, -1.29890442e-01, 1.01503059e-01, 1.43388348e+01
9.99380207e+00, -1.10554323e-01, 1.01503059e-01, 1.43326845e+01
9.97393990e+00, -1.19288974e-01, 1.01503059e-01, 1.43371029e+01
3.72076917e+00, -3.37091058e-01, 1.01503059e-01, 1.43658152e+01
3.72190046e+00, -3.18164915e-01, 1.01503059e-01, 1.43615141e+01
3.70162559e+00, -3.26032907e-01, 1.01503059e-01, 1.43650236e+01
1.00253286e+01, -5.23068421e-02, 1.01503059e-01, 1.43052073e+01
1.00363455e+01, -6.99169785e-02, 1.01503059e-01, 1.43121643e+01
1.00438719e+01, -5.00361212e-02, 1.01503059e-01, 1.43030987e+01
-7.40013838e-01, -3.55807573e-01, 1.01503059e-01, 1.39924669e+01
-7.35508800e-01, -3.79911840e-01, 1.01503059e-01, 1.39913645e+01
-7.23781526e-01, -3.69143635e-01, 1.01503059e-01, 1.39832516e+01
1.84428036e+00, -1.91557571e-01, 1.01503059e-01, 1.42270422e+01
1.82622051e+00, -1.93115413e-01, 1.01503059e-01, 1.42591801e+01
1.83717394e+00, -2.11706251e-01, 1.01503059e-01, 1.42781086e+01
1.02144489e+01, -8.13717991e-02, 1.01503059e-01, 1.43036919e+01
1.02219200e+01, -1.02276444e-01, 1.01503059e-01, 1.43104000e+01
1.02338409e+01, -8.00960958e-02, 1.01503059e-01, 1.43018808e+01
-7.53606915e-01, -2.32981160e-01, 1.01503059e-01, 1.40083055e+01
-7.39056885e-01, -2.22114787e-01, 1.01503059e-01, 1.40021067e+01
-7.61375964e-01, -2.13565424e-01, 1.01503059e-01, 1.40167274e+01
7.15652227e+00, -3.49116236e-01, 1.01503059e-01, 1.43895931e+01
7.16406965e+00, -3.25429738e-01, 1.01503059e-01, 1.43949137e+01
7.14430857e+00, -3.27064037e-01, 1.01503059e-01, 1.43943729e+01
